NACHNAME;VORNAME;LIZENZNR;VEREIN;ELO_WERT;ELO_WERT_DELTA;PLATZIERUNG;ELO_KLASSIERUNG;ELO_KLASSIERUNG_HERREN
Lafont;Ludovic;118071;Silver Star;946;77.0;1570;4;4
Keller;Patrick;600484;Döttingen;946;-22.0;1571;5;5
Chau;Anh Dung;610033;KV Liestal;946;-6.0;1572;5;5
Wagen;Christian;701786;Oberrieden;946;-12.0;1573;5;5
Tucci;Romano;415722;Lausanne;946;8.0;1574;4;4
Dzemail;Lima;619040;Copains Birsfelden;946;-1.0;1575;5;5
Louis;Jean-Marc;100675;ZZ-Lancy;946;-14.0;1576;5;5
Perrin;Guy;404790;Montriond;946;0.0;1577;5;5
Bienz;Kurt;400533;Vaudoise-Assurances;946;-3.0;1578;5;5
Waltert;Cornel;801987;Kriens;945;-7.0;1579;5;5
Levavasseur;Anthony;418108;Crissier;945;13.0;1580;5;5
Hohl;Philippe;406054;Mézières;945;20.0;1581;4;4
Hauri;Paul;101945;Rapid-Genève;945;17.0;1582;4;4
Hartmann;Marc;701062;Thalwil;945;-7.0;1583;5;5
Nicolini;Marin;414046;Martigny;945;-23.0;1584;5;5
Oelschlägel;Jörg;508022;Royal Bern;944;2.0;1585;5;5
Serioli;Alfredo;800686;Goldau;944;-29.0;1586;5;5
Gunz;Thomas;701848;Wallenwil;944;-7.0;1587;5;5
Kosec;Kristijan;700223;Rapperswil-Jona;944;19.0;1588;4;4
Banz;Rolf;601915;Möhlin;944;9.0;1589;5;5
Ly;Tony Nghiep-Minh;908147;Frick;944;21.0;1590;4;4
Frattianni;Daniel;205045;Cortaillod;944;-5.0;1591;5;5
Theler;Emmanuel;400671;Sion;943;25.0;1592;4;4
Bächli;Reto;709018;Thalwil;943;-11.0;1593;5;5
Delannoy;Christophe;102147;Carouge;943;11.0;1594;5;5
Huguenin;Laurent;400736;Montriond;943;-18.0;1595;5;5
Lachmann;Jens;610096;Oberwil;943;6.0;1596;5;5
Nemeth;Janos;500962;Thun;943;-9.0;1597;5;5
Krahenbuhl;Marc;101646;Puplinge;943;44.0;1598;4;4
Wettstein;Karim;815408;Rapid Luzern;943;7.0;1599;4;4
Ferrari;Angelo;300356;Riva S.Vitale;943;1.0;1600;5;5
Pazeller;Vincent;207108;Côte Peseux;942;6.0;1601;5;5
Schmid;Adrian;701447;Rapperswil-Jona;942;16.0;1602;5;5
Gempeler;Hans-Ulrich;700535;Pinguin Zuerich;942;21.0;1603;4;4
Affolter;Jean-Denis;228002;Tavannes;941;-6.0;1604;5;5
Tschannen;Thomas;500443;Tiefenau;941;0.0;1605;5;5
Oztürk;Doruk Tan;414017;Young Stars ZH;941;-53.0;1606;5;5
Radisic;Zdravko;701602;Höngg;941;0.0;1607;5;5
Stauffer;Manuel;817043;Schenkon;940;0.0;1608;5;5
Schäublin;Pascal;712028;Kloten;940;-11.0;1609;5;5
Schaad;Hansueli;501502;Köniz;940;5.0;1610;5;5
Schwiegers;Horst;800590;Baar;940;0.0;1611;5;5
Thuerkauf;Stephan;702043;Rüti;940;-2.0;1612;5;5
Wieners;Detlef;504332;Langenthal;940;-62.0;1613;6;6
Windlin;Julian;816003;Sarnen;940;2.0;1614;5;5
Krebs;David;417058;Lausanne;940;11.0;1615;4;4
Bernardi;Denis;217004;Cortaillod;939;-3.0;1616;5;5
Büttler;Stefan;609003;Copains Birsfelden;939;10.0;1617;5;5
Bucher;Yannick;506008;Düdingen;939;0.0;1618;5;5
Sordet;Nicolas;101053;Rapid-Genève;939;-4.0;1619;5;5
Frigerio;Niccolò;303044;Wichtrach;939;11.0;1620;4;4
Cottier;Bernard;400796;Mézières;938;25.0;1621;4;4
Korak;Horst;700009;Bassersdorf;938;0.0;1622;5;5
Tedesco;Daniele;717152;Meilen-Männedorf;938;1.0;1623;5;5
Vacchelli;Reto;701743;Buchs Zürich;938;4.0;1624;5;5
Ali;Badreddin;417003;Montreux-Riviera;938;-8.0;1625;5;5
Alligne;Sébastien;417041;Montriond;938;17.0;1626;4;4
Berset;Cédric;404606;Estavayer;937;-65.0;1627;6;6
Loosli;Ernst;600285;Copains Birsfelden;937;-8.0;1628;5;5
Kümin;Reto;711107;Dübendorf-Volketswil;936;1.0;1629;5;5
Lehmann;Anton;202057;Ostermundigen;936;-24.0;1630;5;5
Strebel;Felix;704085;Wetzikon;936;9.0;1631;4;4
Pochon;Samuel;408056;Cheyres;936;-12.0;1632;5;5
Isler;Christophe;217049;Le Locle;936;-14.0;1633;5;5
Hasler;Daniel;610031;Gelterkinden;936;-19.0;1634;5;5
Beck;Heinz-Peter;601211;Wettingen;936;-10.0;1635;5;5
Pinto;José;104081;ZZ-Lancy;936;-2.0;1636;5;5
Jakob;Christof;510080;Ittigen;936;-10.0;1637;5;5
Groeneweg;Maarten;501187;bls Spiez;936;0.0;1638;5;5
Hug;Johannes;517044;Worb;936;45.0;1639;3;3
Gomez;Diego;300811;Locarno;935;0.0;1640;5;5
Meier;Thomas;411033;Fribourg;935;-56.0;1641;6;6
Lor;Chunghang;706016;Dübendorf-Volketswil;935;-44.0;1642;4;4
Dessai;Anand;510001;Royal Bern;935;-15.0;1643;5;5
Dobler;Markus;801106;Zug;935;-10.0;1644;5;5
Rütter;Sven;713029;Horn;935;20.0;1645;4;4
Kurer;Michael;702556;Romanshorn;934;0.0;1646;4;4
Schneider;Stefan;706046;Romanshorn;934;45.0;1647;4;4
Wyss;Roland;500538;Ostermundigen;934;12.0;1648;4;4
Morger;Adrian;700528;Flums;934;-31.0;1649;5;5
Wille;Peer André;712168;Embrach;934;-24.0;1650;5;5
Basset;Thierry;404657;Eysins;934;14.0;1651;4;4
Zavoli;Yvaldo;100292;Carouge;934;4.0;1652;5;5
Bindschädler;Pascal;702584;Winterthur;934;49.0;1653;4;4
Nicotera;Adrian;319001;Riva S.Vitale;933;0.0;1654;5;5
Baumann;Beat;504360;Thun;933;2.0;1655;5;5
Risi;Beat;800800;Kriens;933;-5.0;1656;5;5
Gutknecht;Peter;700602;Uster;933;31.0;1657;4;4
Mohler;Bruno;701099;Zermatt;933;-7.0;1658;5;5
Cordey;Laurent;403556;Blonay;933;6.0;1659;4;4
Camin;Esteban;115525;Carouge;933;56.0;1660;4;4
Schalbetter;Raphael;704187;Wettswil;933;0.0;1661;5;5
Kunkel;Richard;401574;Zermatt;932;15.0;1662;4;4
Scharpf;Michael;613064;BW Rupperswil;932;0.0;1663;5;5
Durrer;René;600701;Bremgarten;932;37.0;1664;4;4
Morel;Florian;406055;Romont-Villaz;932;33.0;1665;4;4
Peter;Roland;800863;Reussbühl;932;10.0;1666;4;4
Stooss;Andreas;601890;Waldenburg;932;13.0;1667;5;5
Del Grande;Rinaldo;800672;Goldau;932;-1.0;1668;5;5
Kurth;Hans;601606;Olten;931;-23.0;1669;5;5
Schaffter;Paul;600293;Copains Birsfelden;931;7.0;1670;5;5
Möhrle;Jonas;702563;Affoltern A/A;931;0.0;1671;5;5
Praudisch;Walter;701277;Gossau St.Gallen;931;32.0;1672;4;4
Son;Wiwathana;614020;Bremgarten;931;3.0;1673;5;5
Uttinger;Dieter;600162;Aesch;931;-3.0;1674;4;4
Schafer;Livio;911018;Burgdorf;931;5.0;1675;4;4
Willberg;Valentin;416069;Sion;931;86.0;1676;3;3
Rossignol;Alexandre;108049;Carouge;930;9.0;1677;4;4
Gomes;Diogo;416046;Yverdon;930;19.0;1678;4;4
Hammel;Jörg;504141;bls Spiez;930;0.0;1679;5;5
Csucs;Laszlo Janos;718168;Embrach;930;47.0;1680;4;4
Schlepper;Lars;509022;Wichtrach;930;0.0;1681;6;6
Feusier;Yves;404301;Fribourg;930;37.0;1682;4;4
Eckert;Norbert;600579;Oberwil;929;3.0;1683;4;4
Schwitter;Marc;714459;Rapperswil-Jona;929;-13.0;1684;5;5
Keel;Mario;715167;Bronschhofen;929;-17.0;1685;5;5
Bovigny;Patrick;404862;Bulle;928;-29.0;1686;5;5
Raschle;Daniel;701094;Affoltern A/A;928;-17.0;1687;5;5
Gerber;Roland;502181;Worb;928;0.0;1688;4;4
Marinovic;Mato;803160;Dierikon-Ebikon;928;18.0;1689;4;4
Gjaferi;Zafir;717001;Rüschlikon;928;33.0;1690;4;4
Burkhart;Andreas;508050;Grenchen;927;-5.0;1691;5;5
Ammann;Bruno;700933;Romanshorn;927;0.0;1692;4;4
Passer;Daniel;206050;Cortaillod;927;0.0;1693;4;4
Ghezzi;Guido;503834;Royal Bern;927;14.0;1694;4;4
Rappo;Hanspeter;501301;Schmitten;926;0.0;1695;4;4
Tanner;Roland;701362;Rüti;926;2.0;1696;4;4
Buco;Florian;404132;Collombey/Muraz;926;0.0;1697;4;4
Le;Chi-Hien;400811;Montriond;926;16.0;1698;4;4
Truong Dinh;Hung;701028;Bassersdorf;926;7.0;1699;4;4
Graf;Christian;601028;KV Liestal;925;5.0;1700;4;4
Seppey;Quentin;416072;Sion;925;91.0;1701;3;3
Schmollinger;Hannes;702267;Romanshorn;925;-14.0;1702;4;4
Huber;René;800624;Dierikon-Ebikon;925;-15.0;1703;5;5
Louzao;José;114076;Châtelaine;925;13.0;1704;4;4
Müller;André;817008;Rotkreuz;925;-16.0;1705;5;5
Laubert;Rainer;907037;Rorschach;925;1.0;1706;4;4
Mancuso;Pietro;316012;Lugano;924;-3.0;1707;4;4
Umnus;Stefan;702679;Bassersdorf;924;-11.0;1708;5;5
Leger;Christophe;404150;Cheyres;924;25.0;1709;4;4
Baets;Koen;817058;Zug;924;-3.0;1710;4;4
Poiron;Philippe;100549;UGS-Chênois;924;-4.0;1711;4;4
Jüni;Dennis;711064;Wädenswil;923;0.0;1712;4;4
Zenklusen;Andreas;710135;BW-Wollishofen;923;22.0;1713;4;4
Goldmann;Bruno;702057;Wetzikon;923;-9.0;1714;5;5
Pérez;Jean-Francois;216031;Côte Peseux;923;5.0;1715;4;4
Ostojic;Nebojsa;600214;Baden;923;-17.0;1716;5;5
Augsburger;Andreas;700046;Schaan-Eschen/Mauren;922;-6.0;1717;4;4
Spätig;Ruedi;500332;Burgdorf;922;-19.0;1718;5;5
Beeler;Roger;801790;Kriens;922;-18.0;1719;5;5
Weber;Reto;510024;Thun;922;8.0;1720;4;4
Krapf;Rolf;509009;Port;922;20.0;1721;4;4
Clerc;Patrice;213038;La Chaux-de-Fonds;921;-6.0;1722;4;4
Bruyninx;Marc;405718;Nyon;920;-11.0;1723;5;5
Dettling;Röbi;816026;Buochs;920;11.0;1724;4;4
Theiss;Edgard;615165;Binningen;920;-3.0;1725;4;4
Schüpbach;Michael;504132;Burgdorf;920;7.0;1726;4;4
von Gunten;Manuel;504112;Grauholz;920;0.0;1727;4;4
Peter;Martin;611026;Fortuna Hausen;919;117.0;1728;3;3
Carrupt;Damien;404051;Sion;919;18.0;1729;4;4
Albertini;Fabio;217003;Omega;919;5.0;1730;4;4
mac Farlane;Steven;118026;Mandement;919;1.0;1731;4;4
Villinger;Jürg;504315;Brügg;919;-2.0;1732;4;4
Lazzari;Massimo;100235;Veyrier;919;-22.0;1733;5;5
Bryner;Michael;503488;Wynigen;919;-2.0;1734;4;4
Baechler;Manfred;400951;Rossens;919;14.0;1735;4;4
Widor;Dieter;601902;Liebrüti;919;-17.0;1736;5;5
Veya;Bernard;209041;Delémont;919;36.0;1737;4;4
Ducraux;Lionel;406071;Blonay;919;-29.0;1738;5;5
Burri;Lorenz;504068;Münchenbuchsee;918;3.0;1739;4;4
Reimann;Glenn;603121;Fortuna Hausen;918;0.0;1740;4;4
Neuenschwander;Michael;501132;Langnau;918;32.0;1741;4;4
Fritsch;Mirko;716112;Kreuzlingen;918;20.0;1742;4;4
Allimann;Marcel;208002;Cernier;918;-3.0;1743;4;4
Ambrosio;Andrès;404081;Romanel;917;10.0;1744;4;4
Rohner;Jonas;613073;Bremgarten;917;10.0;1745;4;4
Schnyder;Julian;713016;Wädenswil;917;0.0;1746;4;4
Dumit;Badui;700417;Pinguin Zuerich;917;-18.0;1747;5;5
Geiger;Urs;702335;Wolfhalden;916;-41.0;1748;5;5
Abplanalp;Dominik;516009;Köniz;916;0.0;1749;4;4
Wüthrich;Jonas;706129;Ettenhausen;916;16.0;1750;4;4
Weibel;Erich;503607;Lyss;916;19.0;1751;4;4
Duvoisin;Didier;404404;Yverdon;916;-14.0;1752;5;5
Tullii;Hugo;212026;La Chaux-de-Fonds;916;0.0;1753;4;4
Stambolija;Dario;815362;Emmen;915;-15.0;1754;5;5
Lambelet;Jean-Jacques;400234;Montriond;915;-20.0;1755;5;5
Madörin;Albert;600031;Aarau;915;-5.0;1756;4;4
Brom;Lucien;600275;Copains Birsfelden;915;-10.0;1757;5;5
Pereira Bento;Mauro;102221;Versoix;915;7.0;1758;4;4
Marti;Robert;600769;Münchenstein-City;915;-47.0;1759;4;4
Dos Santos;Pedro;102258;Mézières;914;0.0;1760;4;4
Schneider;Franz;515281;Port;914;3.0;1761;4;4
Ritschard;Urs;701322;Seebach-Kügeliloo;914;-2.0;1762;4;4
Koch;Bruno;801139;Zug;914;0.0;1763;4;4
Heierle;Urs;702090;Diessenhofen;914;-21.0;1764;5;5
D'Arcangelo;Davide;104032;Silver Star;914;-2.0;1765;4;4
Fässler;Andreas;817056;Goldau;914;20.0;1766;4;4
Frech;André;601466;KV Liestal;913;-8.0;1767;4;4
Patigler;Markus;702020;Oberriet;913;-3.0;1768;4;4
Affolter;Stefan;800970;Willisau;913;-27.0;1769;5;5
Zoss;Kurt;503513;bls Spiez;913;-26.0;1770;5;5
Polini;Marcello;404848;Trams-Renens;912;10.0;1771;4;4
Pöpplen;Christian;514006;Münchenbuchsee;912;13.0;1772;4;4
Toggweiler;Matthias;701353;Zug;911;27.0;1773;4;4
Dietsche;Karl;700340;Kreuzlingen;911;-16.0;1774;4;4
Durrleman;Samuel;117026;UGS-Chênois;911;8.0;1775;4;4
Arani;Andreas;702817;BW-Wollishofen;911;15.0;1776;4;4
Bösch;Roger;701982;Muolen;910;31.0;1777;4;4
Flühmann;Tobias;506075;Aarberg;910;36.0;1778;3;3
Fölmli;Heini;800985;Willisau;910;11.0;1779;4;4
Possamai;Giacomo;703279;Pinguin Zuerich;910;0.0;1780;4;4
Felix;Michael;703050;Wuppenau;910;28.0;1781;4;4
Chenaux;Patrick;400385;Crissier;910;-13.0;1782;4;4
Suarez;Joakim;908076;Gland;910;11.0;1783;4;4
Gilomen;Silvan;508049;Grenchen;910;13.0;1784;4;4
Bürki;Rémy;209010;Delémont;909;9.0;1785;4;4
Boda;Martin;703459;Pinguin Zuerich;909;5.0;1786;4;4
Layer;Kevin;612048;Rio-Star Muttenz;909;0.0;1787;4;4
Amort;Alois;600871;Lenzburg;909;-25.0;1788;5;5
Brand;Marco;611028;Frick;908;71.0;1789;3;3
Marmet;Claudio;503653;Wichtrach;908;-2.0;1790;4;4
Kreis;Christian;715051;St. Gallen;908;11.0;1791;4;4
Vogel;Matthias;600689;bls Spiez;907;-24.0;1792;5;5
Tschurtschenthaler;Thomas;408080;Zermatt;907;3.0;1793;4;4
Jeckelmann;Pascal;417049;Lausanne;907;0.0;1794;4;4
Von Wyl;Markus;701719;Wuppenau;907;-14.0;1795;4;4
Lisi;Diego;314044;Locarno;907;33.0;1796;4;4
Walbeek;Paul;414076;Crissier;906;7.0;1797;4;4
Scheuchzer;René;500354;Herzogenbuchsee;906;-12.0;1798;5;5
Kauer;Hans-Peter;218015;Hauterive;906;-24.0;1799;5;5
Grimm;Roman;716138;Ettenhausen;906;22.0;1800;4;4
Kehmann;Birger;713139;Dübendorf-Volketswil;906;-13.0;1801;4;4
Stöckli;André;501099;Regio Moossee;905;22.0;1802;4;4
Waser;Jean-Michel;404691;Blonay;905;-23.0;1803;4;4
Petten;Yves;408008;Chexbres;905;-14.0;1804;4;4
Waese;Christian;708162;Rorschach;905;21.0;1805;4;4
Sonderegger;Christoph;701576;Kreuzlingen;905;15.0;1806;4;4
Toller;Thomas;717098;Zürich-Affoltern;905;10.0;1807;4;4
Persikau;Yury;715128;Imperial Winterthur;905;-6.0;1808;4;4
Sommer;Johann;501136;Langnau;904;17.0;1809;4;4
Schnell;Christof;606999;Breitenbach;904;-8.0;1810;4;4
Schmid;Tobias;600529;Frick;904;9.0;1811;4;4
Bertola;Sébastien;404136;Trams-Renens;904;-1.0;1812;4;4
Calovic;Vladimir;803156;Dierikon-Ebikon;904;-32.0;1813;5;5
Grand;Raphaël;210021;La Chaux-de-Fonds;904;-2.0;1814;4;4
Suter;Martin;701684;Bassersdorf;904;2.0;1815;4;4
Giorgi;Rein;303005;Locarno;904;0.0;1816;4;4
Husi;Richard;500230;Bern;903;-7.0;1817;4;4
Zoccoletti;Lorenzo;600869;Oberrohrdorf;903;-13.0;1818;4;4
Dos Santos Marques;Gabriel;115570;Versoix;903;35.0;1819;4;4
Sharmazanashvili;Alexander;108026;Meyrin;903;0.0;1820;4;4
Rezic;Ivo;800581;Baar;903;-7.0;1821;4;4
Fischlin;Luca;812005;Rapid Luzern;903;0.0;1822;4;4
Jutzeler;Thomas;700854;Glarus;903;14.0;1823;4;4
Deelen;Hans;711042;Chur;902;9.0;1824;4;4
"Öhri";Simon;909031;Ruggell;902;0.0;1825;4;4
Lesch;Torben;207018;Nugerol-Le Landeron;902;7.0;1826;4;4
Walsch;Philippe;701868;Bülach;902;10.0;1827;4;4
Trajkovic;Ivo;612057;Wettingen;902;20.0;1828;4;4
Marfurt;Dominik;601328;Basel;901;11.0;1829;4;4
Steiger;Pascal;810032;Schenkon;901;18.0;1830;4;4
Lochtenberg;Tobi;718052;Wolfhalden;901;0.0;1831;4;4
Anken;Roger;710058;Wuppenau;901;0.0;1832;4;4
Etter;Marcel;601477;Steffisburg;900;0.0;1833;4;4
Bigler;Marcel;704026;Embrach;900;10.0;1834;4;4
Lenders;Jean-Pierre;601063;Oberwil;900;-12.0;1835;4;4
Dufner;Thomas;600312;Bremgarten;900;3.0;1836;4;4
Krahenbuhl;Arno;116075;Puplinge;900;24.0;1837;4;4
Schneiter;Laurent;403053;Pully;900;-10.0;1838;4;4
Kék;Laszló;718081;Bülach;900;0.0;1839;4;4
Gerdil;Guillaume;116046;Vernier;900;13.0;1840;4;4
Marcelli;Raymond;100054;Carouge;899;-18.0;1841;4;4
Tondorf;Jürgen;703475;Affoltern A/A;899;-19.0;1842;4;4
Millius;Antoine;400327;Sierre;899;8.0;1843;4;4
Sannicandro;Patrice;401651;Forward-Morges;899;-4.0;1844;4;4
Anderegg;Dionys;707051;Toggenburg;899;-13.0;1845;4;4
Reich;Axel;600426;BW Rupperswil;899;-25.0;1846;4;4
Minder;Juerg;600192;Münchenstein-City;898;-37.0;1847;4;4
Rembisz;Mariusz;509017;Lyss;898;24.0;1848;4;4
Liu;Kevin;614026;Brugg;898;1.0;1849;4;4
Di Blasi;Fabio;513027;Bern;898;0.0;1850;4;4
Leuchter;Fritz;700961;Chur;898;-16.0;1851;4;4
Bourquard;Romain;413100;Lausanne;898;1.0;1852;4;4
Kohlbrecher;Joachim;600943;Wettingen;898;-11.0;1853;4;4
Van Holten;Ralph;100033;UGS-Chênois;898;0.0;1854;4;4
Affolter;Stéphane;229025;Tramelan;897;-34.0;1855;5;5
Kohler;Thomas;212063;Grône;897;-17.0;1856;4;4
Zeder;Marcel;701907;Buchs Zürich;897;12.0;1857;4;4
Gehl;Felix;117068;UGS-Chênois;897;29.0;1858;4;4
Strobel;Jonas;719068;Pinguin Zuerich;897;2.0;1859;4;4
Brunner;Daniel;711179;Gossau St.Gallen;897;6.0;1860;4;4
Stöckli;Heinz;502042;Brügg;896;4.0;1861;4;4
Lombardet;Sylvain;204044;Hauterive;896;1.0;1862;4;4
Meira;Jorge;213063;Nugerol-Le Landeron;896;19.0;1863;4;4
Jeanneret;Théo;409044;Yverdon;896;-1.0;1864;4;4
Rüetschi;Werner;710114;Gossau Zuerich;896;24.0;1865;4;4
Bernasconi;Gaëtan;405046;Martigny;896;-10.0;1866;4;4
Abalakov;Fedor;517053;Worb;895;49.0;1867;3;3
Haenni;Loïc;405168;Rossens;895;-7.0;1868;4;4
Mards;Loris;910103;Lausanne;895;10.0;1869;4;4
Sorescu;Andrei;316007;Lugano;895;15.0;1870;4;4
Schneggenburger;Raphael;701407;Wallenwil;895;-2.0;1871;4;4
Sachse;Kai;718095;Wallenwil;895;28.0;1872;4;4
Küttel;Arthur;500808;bls Spiez;895;10.0;1873;4;4
Forrer;Hans;712093;St. Gallen;894;-4.0;1874;4;4
Rossier;Pascal;100272;ZZ-Lancy;894;-13.0;1875;4;4
Ballois;Jacques;414058;Montriond;894;-4.0;1876;4;4
Blaser;Loris;209035;Côte Peseux;894;6.0;1877;4;4
Zimmermann;Alexander;701916;Kreuzlingen;894;0.0;1878;4;4
Chablais;Alain;416032;Fribourg;894;-20.0;1879;4;4
Stuller;Barnabàs;408077;Forward-Morges;894;-14.0;1880;4;4
Sennhauser;Peter;701538;Ettenhausen;893;28.0;1881;4;4
Mehri;Urs;801403;Kriens;893;12.0;1882;4;4
Monneret;Ludovic;404908;Martigny;893;3.0;1883;4;4
Herz;Thomas;618027;Oberwil;893;-10.0;1884;4;4
Hauri;Markus;601318;Wohlen;893;-7.0;1885;4;4
Zumbühl;Samuel;700073;Aarau;893;2.0;1886;4;4
Suter;Thomas;701687;Rüti;893;2.0;1887;4;4
Veredas;Adriano;907232;Martigny;892;-12.0;1888;4;4
Oztürk;Cem Cüneyt;411066;Young Stars ZH;892;-14.0;1889;3;3
Lütolf;Heinz;801350;Reussbühl;892;0.0;1890;4;4
Trieu;Van Ban;116042;UGS-Chênois;891;-4.0;1891;4;4
Spahn;Adrian;702301;Wettswil;891;5.0;1892;4;4
Jäger;Thomas;700972;Weinfelden;891;-9.0;1893;4;4
Ducommun;Steve;101454;Onex;891;0.0;1894;4;4
Aeschbacher;Robert;500628;Worb;891;-6.0;1895;4;4
Ricchello;Massimo;702688;Thalwil;891;-1.0;1896;4;4
Reymond;Mathias;116099;UGS-Chênois;890;6.0;1897;4;4
Grandchamp;José;404217;Nestlé;890;-2.0;1898;4;4
Foggetta;Raffaele;800982;Menziken;890;-24.0;1899;4;4
Fellay;Pierre-Alain;405179;Martigny;890;-11.0;1900;4;4
Grandgirard;Vincent;401663;Estavayer;890;17.0;1901;4;4
Lê Thanh;Duong;100374;Châtelaine;890;37.0;1902;3;3
Plauschin;Kevin;515866;Bern;890;-8.0;1903;4;4
Fässler;Michael;607056;KV Liestal;890;-6.0;1904;4;4
Frésard;Corentin;416087;Rossens;889;25.0;1905;4;4
Meili;Christian;703350;Greifensee;889;-7.0;1906;4;4
Brunet;Jean-Pierre;405183;Romanel;889;-2.0;1907;4;4
Frickinger;René;700904;Meilen-Männedorf;889;-28.0;1908;4;4
Kömle;Phillip;719165;Seebach-Kügeliloo;889;0.0;1909;4;4
Gutknecht;Livio;608019;Binningen;888;0.0;1910;4;4
Baril;Steeve;410089;Martigny;888;0.0;1911;4;4
Gnos;Reto;600218;BW Rupperswil;888;-5.0;1912;4;4
Zwimpfer;Marco;801276;Schenkon;888;16.0;1913;4;4
Schiavini;Marco;803173;Rothenburg;888;-21.0;1914;4;4
Gilliéron;Alain;101720;Meyrin;888;-13.0;1915;4;4
Cazacu;Adrian;719001;Balzers;887;40.0;1916;3;3
White;Marc;403993;Cheyres;887;-30.0;1917;4;4
Küttel;Bruno;801713;Hergiswil;886;0.0;1918;4;4
Theobald;Peter;601289;Wettstein Basel;886;2.0;1919;4;4
Lüchinger;Markus;700985;Kreuzlingen;886;-18.0;1920;4;4
Haziri;Qani;504021;Solothurn;886;12.0;1921;4;4
Bel;Maxime;101818;Grône;885;-4.0;1922;4;4
Naoux;Samuel;416061;Sierre;885;40.0;1923;3;3
Arslan;Ibrahim;610007;Basel;885;10.0;1924;4;4
Savatic;Stanislav;806010;Dierikon-Ebikon;885;0.0;1925;4;4
Suter;Frédéric;402544;Montreux-Riviera;885;-3.0;1926;4;4
Crevoiserat;Cléo;912032;Gland;885;-20.0;1927;4;4
Meier;Beat;701491;Rüti;885;0.0;1928;4;4
Lorétan;Guy;500061;Lyss;884;-7.0;1929;4;4
Zeunert;Thomas;500884;Münsingen;884;5.0;1930;4;4
Hodel;Jürg;801234;Knutwil;884;-17.0;1931;4;4
Peter;Fritz;706085;Seebach-Kügeliloo;884;-15.0;1932;4;4
Gache;Félicien;112051;Vernier;884;0.0;1933;4;4
Barbana;Thomas;800839;Reussbühl;884;0.0;1934;4;4
Hardmeier;Pascal;707020;Arbon;883;-17.0;1935;4;4
Imhof;Olivier;100622;ZZ-Lancy;883;0.0;1936;4;4
Hanak;Thomas;711173;Rorschach;883;-31.0;1937;4;4
Collaud;Fabrice;405169;Estavayer;883;-27.0;1938;4;4
Fuguet;Ramon;606076;Brugg;883;5.0;1939;4;4
Berberat;Roger;600773;Wettstein Basel;883;24.0;1940;3;3
Elandt;Alfred;600073;KV Liestal;883;-21.0;1941;4;4
Roberts;Benjamin;600794;Münchenstein-City;882;-14.0;1942;4;4
Reverdi;Dominique;101582;Meyrin;882;-1.0;1943;4;4
Rebetez;Dimitri;220025;Moutier;882;2.0;1944;4;4
Paik;Hyonou;213077;Le Locle;882;61.0;1945;3;3
Suter;Dominik;701472;Rüti;882;5.0;1946;4;4
Andrade;Octavio;503111;Studen;882;12.0;1947;4;4
De Roni;Mirco;802100;Reussbühl;881;5.0;1948;4;4
Kalicki;Robert Bogdan;619010;Bremgarten;881;-6.0;1949;4;4
Allimann;Denis;208001;Delémont;881;11.0;1950;4;4
Wirz;Silvan;801363;Rothenburg;881;-2.0;1951;4;4
Ribo Roca;Marc;617090;Baden;881;2.0;1952;4;4
Nydegger;Loïc;411051;Cheyres;881;2.0;1953;4;4
Folly;Pierre;501490;Bulle;881;-52.0;1954;5;5
Nguyen;Tan Kiet;400969;Bussigny;880;14.0;1955;4;4
Carlone;Antonio;404064;Chexbres;880;-7.0;1956;4;4
Schmassmann;Rolf;601476;Lenzburg;880;2.0;1957;4;4
Juric;Ivan;802048;Dierikon-Ebikon;880;2.0;1958;4;4
Kormann;Christian;500610;Langenthal;880;-32.0;1959;4;4
Vogt;Markus;700276;Balzers;880;-27.0;1960;4;4
Baumann;Daniel;702215;Wollerau;880;-9.0;1961;4;4
Ramesh;Sakirteyan;512080;Köniz;879;-9.0;1962;4;4
Schmutz;Andreas;502661;Interlaken;879;4.0;1963;4;4
Zaugg;Remo;509079;Heimberg;879;-6.0;1964;4;4
Moosmann;Christophe;401985;Montriond;879;1.0;1965;4;4
Grandemange;Pierre;114084;Meyrin;879;14.0;1966;4;4
Kammlander;Michael;712141;Schaan-Eschen/Mauren;878;-19.0;1967;4;4
Abdul-Razzak;Kasterian;300766;Lugano;878;0.0;1968;4;4
Zersi;René;700475;Seebach-Kügeliloo;878;0.0;1969;4;4
Ehrbar;Benno;701152;Zürich-Affoltern;878;-20.0;1970;4;4
Chan;Vincent;715158;Dübendorf-Volketswil;878;0.0;1971;4;4
Kropf;Didier;220017;Moutier;877;0.0;1972;4;4
Dössegger;Peter;600008;Aarau;877;32.0;1973;3;3
Zeppenfeld;Tobias;611088;Zofingen;877;0.0;1974;4;4
Walker;Peter;600530;Mellingen;877;-11.0;1975;4;4
Dummermuth;Marc;502784;Kirchberg;877;-3.0;1976;4;4
Müller;Ernst;701130;Diessenhofen;876;0.0;1977;4;4
Blättler;Marco;801898;Sarnen;876;-38.0;1978;4;4
Seiler;Eugen;600150;Liebrüti;876;0.0;1979;4;4
Barbey;Henri;401080;Villars/Glâne;876;-6.0;1980;4;4
Perpétua;Adriano;417084;Gland;876;81.0;1981;3;3
Imamoglu;Emre Deniz;712174;Young Stars ZH;876;18.0;1982;4;4
Nuck;Thomas;701668;Ettenhausen;875;23.0;1983;3;3
