NACHNAME;VORNAME;LIZENZNR;VEREIN;ELO_WERT;ELO_WERT_DELTA;PLATZIERUNG;ELO_KLASSIERUNG;ELO_KLASSIERUNG_HERREN
Vilar;Marcio;419044;Orbe;660;30.0;3480;1;1
Thach Ngoc;Nam;617080;Winznau;660;11.0;3481;1;1
Lutz;Hanspeter;701563;Wil SG;660;35.0;3482;1;1
Rudolf;Martin;503382;Langenthal;660;-15.0;3483;2;2
Desroches;José;119051;Silver Star;660;30.0;3484;1;1
Asami;Makoto;116021;Meyrin;659;-5.0;3485;2;2
Schmid;Heinz;503083;Ittigen;659;-7.0;3486;2;2
Betschart;Justin;819006;Rotkreuz;659;29.0;3487;1;1
Bernold;Erwin;700125;Wuppenau;659;-1.0;3488;2;2
Bucher;Nicola;614060;Lenzburg;659;2.0;3489;1;1
Fässler;Jonas;716033;Chur;659;12.0;3490;1;1
Rölli;Marco;909181;Zofingen;659;-9.0;3491;2;2
Rutishauser;Michael;718037;Affoltern A/A;659;30.0;3492;1;1
Lingen;Peter;118097;Versoix;659;-6.0;3493;2;2
Mottet;Christophe;415604;Romont-Villaz;659;-1.0;3494;2;2
Meier;Leo;717081;Wil SG;659;17.0;3495;1;1
Phan;David;517031;Köniz;658;0.0;3496;1;1
Büchel;Christian;700666;Ruggell;658;3.0;3497;1;1
Scheller;Roger;700816;Rüti;658;2.0;3498;1;1
Schmidt;Axel;719011;Gossau St.Gallen;658;21.0;3499;1;1
Jaunin;Raphaël;117053;Bernex;658;-8.0;3500;2;2
Jampen;Florian;512036;Huttwil;658;28.0;3501;1;1
Wüthrich;Dominic;515322;Bern;658;1.0;3502;1;1
Izzo;Paul;617043;Breitenbach;658;21.0;3503;1;1
Aïoutz;Olivier;418102;Rossens;658;29.0;3504;1;1
Burch;Fabio;818003;Sarnen;658;22.0;3505;1;1
Schmid;Michael;513049;Ostermundigen;658;0.0;3506;1;1
Zingg;Simon;516061;Wohlensee;657;0.0;3507;1;1
Schmidle;Andreas;601438;Frick;657;44.0;3508;1;1
Selva;Anton M.;702784;Gaiserwald;657;-15.0;3509;2;2
Müller;Guido;500325;Burgdorf;657;5.0;3510;1;1
Tenger;Marco;614047;Brugg;657;0.0;3511;1;1
Shabani;Perparim;513023;Regio Moossee;657;27.0;3512;1;1
Wuergler;Timeo;419021;Rossens;657;27.0;3513;1;1
Lendzian;Gerhard;503611;Ittigen;657;-7.0;3514;2;2
Wohlhauser;Steven;418104;Rossens;657;0.0;3515;1;1
Schenker;Christoph;700970;Gossau Zuerich;656;-13.0;3516;2;2
Sobari;Robin;514052;Brügg;656;-3.0;3517;1;1
Laszlo;Kornel;119059;UGS-Chênois;656;26.0;3518;1;1
Frick;Oliver;717025;Dübendorf-Volketswil;656;22.0;3519;1;1
Giezendanner;Stéphane;118013;ZZ-Lancy;656;56.0;3520;1;1
Weber;Tobias;617081;Bremgarten;656;-5.0;3521;1;1
Baumann;Hanspeter;610098;Münchenstein-City;655;0.0;3522;1;1
Jain;Devik;114055;Gland;655;0.0;3523;1;1
Burkhardt;Roman;503404;Thun;655;-11.0;3524;1;1
Bouyer;Christophe;110083;Versoix;655;20.0;3525;1;1
Eckert;Osia;719130;Uster;655;30.0;3526;1;1
Stojanovic;Andrew;817052;Baar;655;38.0;3527;1;1
Geldard;Oliver;718036;Affoltern A/A;655;56.0;3528;1;1
Sauder;Dario;717154;Gaiserwald;655;-9.0;3529;2;2
Lang;Noem;618030;Oberwil;655;4.0;3530;1;1
Languerre;Jean-Christophe;119101;ZZ-Lancy;654;24.0;3531;1;1
Croze;François;411069;Yverdon;654;24.0;3532;1;1
Schildknecht;Raphael;518011;Langenthal;654;0.0;3533;1;1
Zimmerli;Rolf;603127;Zofingen;654;-1.0;3534;1;1
Duricic;Luka;618043;Basel;654;0.0;3535;1;1
Just;Reto;702527;Urdorf;654;0.0;3536;1;1
Klöpfel;Nico;718015;Winterthur;654;18.0;3537;1;1
Zoller;Andrin;719125;Young Stars ZH;654;24.0;3538;1;1
Germanier;Frédéric;102298;ZZ-Lancy;654;-17.0;3539;2;2
Rösch;Gerhard;600561;Sisseln;654;-29.0;3540;2;2
Etzweiler;Franz;700414;Diessenhofen;654;-3.0;3541;1;1
Devoise-Lambert;René;617042;Rio-Star Muttenz;654;0.0;3542;1;1
Baumann;Steven;512020;Regio Moossee;654;41.0;3543;1;1
Psarommaratis Giannakopoulus;Folvos;417046;Lausanne;654;21.0;3544;1;1
Bernet;Hanspeter;715139;Uster;654;34.0;3545;1;1
Ekstrand;Magnus;417066;Lausanne;653;16.0;3546;1;1
Leal;Martinho;414006;Orbe;653;46.0;3547;1;1
Schmid;Werner;701456;Dietikon-Weiningen;653;-1.0;3548;1;1
Essmann;Federico;619045;Frick;653;23.0;3549;1;1
Pfaffen;Mathis;819033;Kriens;653;23.0;3550;1;1
Panei;Evan;113081;UGS-Chênois;653;-16.0;3551;2;2
Lässer;Jan Oliver;819037;Rothenburg;653;23.0;3552;1;1
Orliange;Pascal;410013;Penthalaz;653;40.0;3553;1;1
Zaugg;Laurin;518012;Langenthal;653;3.0;3554;1;1
Hofmann;Siro;618020;Bremgarten;653;17.0;3555;2;2
Barras;Roland;400474;Yvorne;653;1.0;3556;1;1
Beck;Kurt;509027;Wohlensee;653;10.0;3557;1;1
Sartori;Marco;617010;Frick;653;15.0;3558;1;1
Halbig;Thomas;718027;Wollerau;653;20.0;3559;1;1
Stoll;Noe;619036;Aarau;652;13.0;3560;1;1
Fraefel;Daniel;818016;Rapid Luzern;652;-5.0;3561;1;1
Merholz;Ulrich;610022;Brugg;652;14.0;3562;1;1
Dreyer;Cyril;211017;Nugerol-Le Landeron;652;-10.0;3563;2;2
Brüschweiler;David;717058;Romanshorn;652;9.0;3564;1;1
Drechsel;Carl;617086;Victoria Bottmingen;652;11.0;3565;1;1
Tulluri;Adhvaidh;719048;Urdorf;652;22.0;3566;1;1
Borghesi;Lukas;617007;KV Liestal;652;-20.0;3567;2;2
Amrein;Andreas;617068;Wettingen;651;4.0;3568;1;1
TakahashI;Alex;119096;Silver Star;651;21.0;3569;1;1
Williner;Kurt;700568;Buchs Zürich;651;2.0;3570;1;1
Bühler;Lorys;415366;Forward-Morges;651;21.0;3571;1;1
Scheur;Niklas;719002;Gaiserwald;651;21.0;3572;1;1
De Kalbermatten;Nicolas;117069;UGS-Chênois;651;45.0;3573;1;1
Condon;Philip;616017;Binningen;651;0.0;3574;1;1
Stankowski;René;909021;Wetzikon;651;-10.0;3575;2;2
Grab;Niklas;713169;Wollerau;651;0.0;3576;1;1
Süess;Mario;816024;Rothenburg;651;-24.0;3577;2;2
Huynh;Nhat-Phong;417087;Lausanne;651;0.0;3578;1;1
Eko;Serge;119104;ZZ-Lancy;650;20.0;3579;1;1
Brunner;Bernhard;600515;Fortuna Hausen;650;-52.0;3580;2;2
Tavazzi;Francesco;715050;Uster;650;0.0;3581;1;1
Wilhelmi;Rolf;514013;Schwarzenburg;650;5.0;3582;1;1
Phan;Tam;518079;Grenchen;650;6.0;3583;1;1
Belkouri;Yasser;118067;ZZ-Lancy;650;33.0;3584;1;1
Keiser;Cyrill;818032;Rotkreuz;650;19.0;3585;1;1
Ischy;Frederic Désiré;419015;Lausanne;650;20.0;3586;1;1
Raleff;Natan;119060;UGS-Chênois;650;20.0;3587;1;1
Stamm;Jean Pierre;501587;Ostermundigen;650;4.0;3588;1;1
Hauser;Erich;703081;Meilen-Männedorf;649;-12.0;3589;2;2
Keller;Michael;511010;Burgdorf;649;-1.0;3590;1;1
Crotti Howald;Andrin;912078;Oberwil;649;0.0;3591;1;1
Trachsel;Eugen;517030;Burgdorf;649;-1.0;3592;1;1
Henrys;Nicolas;416004;Montreux-Riviera;649;31.0;3593;1;1
Krebs;Valentin;517039;Langnau;649;-13.0;3594;2;2
Bättig;Christian;801452;Goldau;649;0.0;3595;1;1
Vogel;Sébastien;617034;Binningen;648;11.0;3596;1;1
Granwehr;Felix;707151;Ettenhausen;648;18.0;3597;1;1
Kareem;Faizan;718136;Zürich-Affoltern;648;8.0;3598;1;1
Luyet;Claude;102114;Châtelaine;648;-15.0;3599;2;2
Mai;Matthias;819041;Dierikon-Ebikon;648;18.0;3600;1;1
Selliah;Moorthy;504017;Regio Moossee;648;0.0;3601;1;1
Glanzmann;Ernst;601314;Wohlen;648;-4.0;3602;1;1
Scotto;Giorgio;119087;Carouge;648;18.0;3603;1;1
Hüttinger;Jonathan;618028;Oberwil;648;48.0;3604;1;1
Franco;Victor;204018;Coffrane;648;0.0;3605;1;1
Pfister;Daniel;509016;Lyss;647;0.0;3606;1;1
Ebnöther;Aaron;610085;KV Liestal;647;19.0;3607;1;1
Bünter;Peter;700233;Uster;647;0.0;3608;1;1
Franzelin;Kurt;704222;Horn;647;0.0;3609;1;1
Presente;Patrizio;702341;Wetzikon;647;1.0;3610;1;1
Boisnard;Hector;118079;Carouge;646;46.0;3611;1;1
Egli;Khenan;818015;Rapid Luzern;646;20.0;3612;1;1
Ahmadi;Sher;518018;Bern;646;16.0;3613;1;1
Streuli;Arnim;518035;Rio-Star Muttenz;646;46.0;3614;1;1
Mack;Simon;713140;Gaiserwald;646;21.0;3615;1;1
Glauser;Thierry;218071;Cortaillod;646;0.0;3616;1;1
Alig;Tim;719058;Chur;645;29.0;3617;1;1
Sepulveda;Nando;719166;Romanshorn;645;15.0;3618;1;1
Dieumegard;Jacky;100729;Migros;645;3.0;3619;1;1
Morerod;Jacques;400084;Bussigny;645;-31.0;3620;2;2
Nussbaumer;Ruben;619061;Binningen;645;0.0;3621;1;1
Sami;Marco;618017;Bremgarten;645;10.0;3622;1;1
Renner;Sullivan;719078;Toggenburg;645;15.0;3623;1;1
Züger;Christoph;715009;Rapperswil-Jona;645;-4.0;3624;1;1
Jonin;Charles;400010;Fribourg;645;12.0;3625;1;1
Bossard;Raffaele;819003;Emmen;645;8.0;3626;1;1
Steinmetz;Tom;719009;Gaiserwald;645;15.0;3627;1;1
Jeanfavre;Vincent;235040;Cernier;645;15.0;3628;1;1
Durrer;Joris;619035;Bremgarten;645;0.0;3629;1;1
Nguyen;Yvan;117124;ZZ-Lancy;644;10.0;3630;1;1
Baur;Reto;705136;Wettswil;644;12.0;3631;1;1
Weiller;Milan;601599;Baden;644;0.0;3632;1;1
Hebeisen;Benjamin;419046;Rossens;644;14.0;3633;1;1
Boyer;Théo;415002;Bulle;644;0.0;3634;1;1
Besinovic;Dejan;817018;Steinhausen;644;6.0;3635;1;1
Kessler;Martin;606019;T-Card;644;0.0;3636;1;1
Wälchli;Dominic;518072;Lyss;644;0.0;3637;1;1
Leon;Mathias;116080;UGS-Chênois;644;0.0;3638;1;1
Bolli;Hanspeter;701329;Horgen;644;-11.0;3639;1;1
Blösch;Markus;217071;Omega;643;-24.0;3640;2;2
Volz;Hans;400982;Brig-Glis;643;4.0;3641;1;1
Voirol;Silvan;719062;Horn;643;5.0;3642;1;1
Knörr;Markus;708065;Buchs Zürich;643;13.0;3643;1;1
Melly;Mathias;912036;Grône;643;37.0;3644;1;1
Walther;Leandro;812028;Rothenburg;643;0.0;3645;1;1
Meylan;Benjamin;415843;Fribourg;643;20.0;3646;1;1
Fawer;Hans;601043;Oberrohrdorf;643;13.0;3647;1;1
Blum;Michael;717108;Chur;643;-12.0;3648;1;1
Jung;Felix;318010;Locarno;643;0.0;3649;1;1
Schmitz;Dominique;718156;Young Stars ZH;642;0.0;3650;1;1
Grand;Willy;401041;Bougy;642;12.0;3651;1;1
Mendl;Josef;702136;Schaffhausen;642;-3.0;3652;1;1
Kovacevic;Milovan;718032;Bülach;642;3.0;3653;1;1
Thaddey;Nicola;818028;Rapid Luzern;642;42.0;3654;1;1
Bugmann;Marvin;418088;Domdidier;641;11.0;3655;1;1
Hemmer;Nicolas;406056;Avry-Rosé;641;11.0;3656;1;1
Jeckelmann;Bastien;417006;Lausanne;641;-13.0;3657;1;1
Braun;François;315102;Tenero;641;0.0;3658;1;1
Casari;Mattia;719074;Zürich-Affoltern;641;11.0;3659;1;1
Beutler;Paul;500657;Münchenbuchsee;641;-13.0;3660;1;1
Sierro;Loris;417072;Rossens;641;21.0;3661;1;1
Siegrist;Gilles;719073;Zürich-Affoltern;641;11.0;3662;1;1
Meister;Anton;705087;Imperial Winterthur;641;-19.0;3663;2;2
Herzog;Joel;617082;Bremgarten;641;0.0;3664;1;1
Hartmann;Simon;617023;Basel;641;-28.0;3665;2;2
Christen;Jean-Michel;400521;Blonay;641;8.0;3666;1;1
Paquier;Serge;116004;Rapid-Genève;640;17.0;3667;1;1
Canbulat;Orhan;519017;Wohlensee;640;10.0;3668;1;1
Rais;Basile;215348;Nugerol-Le Landeron;640;13.0;3669;1;1
Borcard;Vincent;404672;Matran;640;40.0;3670;1;1
Di Marco;Flavio;217006;Cortaillod;640;23.0;3671;1;1
Kamber;Jascha;718058;Chur;640;35.0;3672;1;1
Poudens;Franck;219069;Côte Peseux;640;10.0;3673;1;1
Juhasz;Joschua;719146;Thalwil;640;10.0;3674;1;1
Bizard;Oscar;719161;Zürich-Affoltern;640;10.0;3675;1;1
Girod;Yiannis;108003;ZZ-Lancy;640;-2.0;3676;1;1
Hohl;Cyril;419080;Lausanne;639;9.0;3677;1;1
Dudler;Markus;702391;Meilen-Männedorf;639;-22.0;3678;2;2
Spätig;Jonas;516049;Erlach;639;9.0;3679;1;1
Wagner;Klaus;719152;Romanshorn;639;9.0;3680;1;1
Caquereau;Jacques;401843;Sierre;639;0.0;3681;1;1
Pollicino;Jean-Pierre;402464;Bougy;639;9.0;3682;1;1
Gyr;Philippe;712082;Dietikon-Weiningen;639;9.0;3683;1;1
Glauser;Hans;502904;Grossaffoltern;639;5.0;3684;1;1
Rupp;Joel;716109;Ettenhausen;638;56.0;3685;1;1
Huber;Gian;618038;Basel;638;0.0;3686;1;1
Vigniel;Alfred;118044;Silver Star;638;5.0;3687;1;1
Geiser;Joey;217015;Tavannes;638;2.0;3688;1;1
Schneiter;Lou;519048;Grauholz;638;8.0;3689;1;1
Phan;Patrick;119046;ZZ-Lancy;638;8.0;3690;1;1
Taffé;Patrick;409067;Gland;638;10.0;3691;1;1
Scherer;Tim Felix;819042;Emmen;638;8.0;3692;1;1
Teixeira Pinto;Oscar;718112;Gossau St.Gallen;638;38.0;3693;1;1
Fischer;Yanis;516023;Aarberg;638;12.0;3694;1;1
Stolper;Falk;808028;Baar;638;-9.0;3695;1;1
Scherer;David;819043;Emmen;638;8.0;3696;1;1
Tobler;Andreas;711181;Winterthur;638;0.0;3697;1;1
Messmer;Lukas;716131;Herisau;637;30.0;3698;1;1
Eggli;Kurt;514742;Ostermundigen;637;0.0;3699;1;1
Ziegler;Gilles;416003;Trams-Renens;637;7.0;3700;1;1
Umari Cartier-Bresson;Nour;118086;UGS-Chênois;637;37.0;3701;1;1
Lotzer;Othmar;400067;Bougy;637;37.0;3702;1;1
Campart;Iaroslav;419028;Pully;637;7.0;3703;1;1
Nazic;Haris;814018;Rothenburg;637;-9.0;3704;1;1
Balikowski;Roman;718165;Wolfhausen;637;40.0;3705;1;1
Senn;Severin;415221;Gampel-Steg;637;-18.0;3706;1;1
Schletti;Denis;518066;Köniz;637;0.0;3707;1;1
Naulette;Gaspard;419002;Pully;637;-1.0;3708;1;1
Lanzmann;Noam;119069;Veyrier;637;7.0;3709;1;1
Müller;Gian;618019;Bremgarten;637;22.0;3710;1;1
Liberatore;Mauro;719156;Wolfhalden;637;7.0;3711;1;1
Siegrist;Marco;619022;Zofingen;637;-1.0;3712;1;1
Raki;Yanis;119070;Veyrier;636;6.0;3713;1;1
Carlen;Ivo;700437;BW-Wollishofen;636;0.0;3714;1;1
Rabold;Jörg;708020;Wettswil;636;14.0;3715;1;1
Nyffeler;Frank;209100;Moutier;636;-17.0;3716;1;1
Casale;Samuele;119058;Puplinge;636;6.0;3717;1;1
Ramseier;Daniel;712117;Wolfhausen;636;39.0;3718;1;1
Fleury;Raian;218077;Omega;636;-13.0;3719;1;1
Pürro;Julien;506059;Düdingen;636;0.0;3720;1;1
Neuenschwander;Urs;515042;Wynigen;636;-2.0;3721;1;1
Sakaliuk;Volodymyr;619016;Breitenbach;636;10.0;3722;1;1
Meroni;Matteo;318007;Riva S.Vitale;636;0.0;3723;1;1
Calcagno;Alessandro;116022;Meyrin;636;36.0;3724;1;1
Sritharan;Sarujan;717149;Embrach;635;35.0;3725;1;1
Mohr;Alexander;719118;Buchs Zürich;635;-35.0;3726;1;1
Zaugg;Wim;516069;Bern;635;0.0;3727;1;1
Juric;Ivica;512033;Huttwil;635;12.0;3728;1;1
Veuthey;Joseph;400622;Dorénaz;635;0.0;3729;1;1
Grünewald;Dominik;719008;Oberriet;635;5.0;3730;1;1
Spoerry;Dominique;405776;Mézières;635;-51.0;3731;2;2
Blum;Johannes;600074;Basel;635;0.0;3732;1;1
Adrigan;Josef;700005;Seebach-Kügeliloo;635;0.0;3733;1;1
Gardien;Charlie;418039;Vevey;634;31.0;3734;1;1
Xu;Zihong;117113;Silver Star;634;-15.0;3735;1;1
Fischer;Pascal;618044;Basel;634;19.0;3736;1;1
Hindenlang;Remo;817021;Zug;634;34.0;3737;1;1
Andriani;Yanni;119061;UGS-Chênois;634;4.0;3738;1;1
Dottrens;Matthieu;418048;Gland;634;4.0;3739;1;1
Kämpfer;Theo Andreas;518047;Kirchberg;634;34.0;3740;1;1
Rimaz;Vincent;419029;Domdidier;633;3.0;3741;1;1
Stucki;Markus;503262;Solothurn;633;8.0;3742;1;1
Pascoal De Campos;Robin;218058;La Chaux-de-Fonds;633;3.0;3743;1;1
Mosimann;Marius;519043;Erlach;633;3.0;3744;1;1
Filliettaz;Nathan;419074;Domdidier;633;3.0;3745;1;1
Freymond;Claude;117054;Bernex;633;33.0;3746;1;1
Pour Baghdasarian;Christian;810004;Rothenburg;633;8.0;3747;1;1
Hauser;Oliver;715058;Wädenswil;633;33.0;3748;1;1
Huguelet;Julien;217019;Porrentruy;633;34.0;3749;1;1
Grandgirard;Marius;419026;Estavayer;633;3.0;3750;1;1
Howald;John;415561;Aigle;633;-41.0;3751;2;2
Kitos;Ion;619071;Schöftland;633;5.0;3752;1;1
Gschwend;Gebhard;501564;Düdingen;632;-5.0;3753;1;1
Tobler;Marc;715053;Gossau St.Gallen;632;-14.0;3754;1;1
Chen;Mike;619030;Bremgarten;632;-6.0;3755;1;1
Steiger;Mathias;415141;Gland;632;32.0;3756;1;1
Brioschi;Jean-Michel;417068;Domdidier;632;32.0;3757;1;1
Fleury;André;700932;Weinfelden;632;-46.0;3758;2;2
Janik;Branislav;519019;Huttwil;631;12.0;3759;1;1
Brodard;Sébastien;407051;Marly;631;31.0;3760;1;1
Lukasczyk;Peter;606056;Niedergösgen;631;0.0;3761;1;1
Delvecchio;Pierre-André;118012;ZZ-Lancy;631;31.0;3762;1;1
Deller;Willi;700325;Toggenburg;631;-3.0;3763;1;1
Vassali;Mariano;814017;Reussbühl;631;31.0;3764;1;1
Guzzi;Simone;315104;Tenero;631;0.0;3765;1;1
Lüthi;Daniel;709056;Sihltal;631;3.0;3766;1;1
Kade;Jacques;700149;St. Gallen;631;0.0;3767;1;1
Buson;Quentin;118122;Bernex;631;31.0;3768;1;1
Rodas-Bedia;Jean-Luc;116092;UGS-Chênois;631;31.0;3769;1;1
Rugaju;Ethan;119075;Meyrin;631;1.0;3770;1;1
Tarchini;Nathan;118066;ZZ-Lancy;631;-30.0;3771;2;2
Monnier;Louis;419092;Montriond;630;0.0;3772;1;1
Bui;Long Thoan;619088;Spreitenbach;630;0.0;3773;1;1
Barbulescu;Robert;719018;Bassersdorf;630;0.0;3774;1;1
Britschgi;Tim;819007;Rotkreuz;630;0.0;3775;1;1
Gjokaj;Simon;519053;Solothurn;630;0.0;3776;1;1
Chetcuti;Romain;119108;Bernex;630;0.0;3777;1;1
Gambino;Giuseppe;219075;Cernier;630;0.0;3778;1;1
Ferrari;Simone;319007;Tenero;630;0.0;3779;1;1
Koller;Felix;719158;Wolfhausen;630;0.0;3780;1;1
Anrianaivo;Rado;119083;Grand-Saconnex;630;0.0;3781;1;1
Thut;Jeffrey;719176;Young Stars ZH;630;0.0;3782;1;1
Müller;Joshua;619021;Zofingen;630;0.0;3783;1;1
Carrara;Flavio;719107;Horn;630;0.0;3784;1;1
Zahno;Bruno;400211;Brig-Glis;630;-16.0;3785;1;1
Oppliger;Dave;519045;Belp;630;0.0;3786;1;1
Levchenko;Danil;419090;Nyon;630;0.0;3787;1;1
Lys;Laurin;619043;Wettstein Basel;630;0.0;3788;1;1
Rölli;Leon;817054;Emmen;630;6.0;3789;1;1
Meyer;Marco;819022;Rapid Luzern;630;0.0;3790;1;1
Künzli;Max;519022;Bern;630;0.0;3791;1;1
Geering;Fabian;613053;Winznau;630;0.0;3792;1;1
Nussbaumer;Denis;219078;Tramelan;630;0.0;3793;1;1
Krause;Amatus;719177;Young Stars ZH;630;0.0;3794;1;1
Allet;Martin;119107;Bernex;630;0.0;3795;1;1
Helcl;Nicolas;719178;Flums;630;0.0;3796;1;1
Staub;Ralph Samuel;419093;Montriond;630;0.0;3797;1;1
Schranz;Andriko;519026;Heimberg;630;0.0;3798;1;1
Moret;Valentin;419097;Bulle;630;0.0;3799;1;1
Amrein;Leon;119063;UGS-Chênois;630;0.0;3800;1;1
Keller;Werner;802143;Hergiswil;630;0.0;3801;1;1
Spinello;Gioele;419103;Montriond;630;0.0;3802;1;1
Schumacher;Nico;719168;Romanshorn;630;0.0;3803;1;1
Meroni;Amos;319012;Riva S.Vitale;630;0.0;3804;1;1
Théraulaz;Elliot;119106;ZZ-Lancy;630;0.0;3805;1;1
Hammerich;Ingo;519047;Thun;630;0.0;3806;1;1
Pellet;Théo;119110;Bernex;630;0.0;3807;1;1
Genoud;Marc;419048;Bulle;630;0.0;3808;1;1
Leu;Remo;719052;Steckborn-Homburg;630;0.0;3809;1;1
Frei;Thierry;619002;KV Liestal;630;0.0;3810;1;1
Kraynov;Keistiyan;419043;Vevey;630;0.0;3811;1;1
Tushaj;Nikolla;819023;Rapid Luzern;630;0.0;3812;1;1
Petre;Attila;619007;Aesch;630;0.0;3813;1;1
Brütsch;Kuno;519058;Worb;630;0.0;3814;1;1
Kobi;Elias;519060;Köniz;630;0.0;3815;1;1
Britschgi;Maxime;119079;Meyrin;630;0.0;3816;1;1
Debbert;Gerrit;719181;Pinguin Zuerich;630;0.0;3817;1;1
Gysel;Adam;419094;Romanel;630;0.0;3818;1;1
Probst;Jonas;519044;Erlach;630;0.0;3819;1;1
Dubovac;Julijan;719171;Rapperswil-Jona;630;0.0;3820;1;1
Luternauer;Gian Luca;818039;Schenkon;630;4.0;3821;1;1
Marchi;Luca;119105;Onex;630;0.0;3822;1;1
Roubaty;Nathan;419020;Rossens;630;0.0;3823;1;1
Berthe;Eugène;119103;ZZ-Lancy;630;0.0;3824;1;1
Abegglen;Nils;519046;Belp;630;0.0;3825;1;1
Jain;Tamino;619042;Wettstein Basel;630;0.0;3826;1;1
Matter;Andreas;719169;Gossau Zuerich;630;0.0;3827;1;1
Ikonic;Nikola;419041;Bulle;630;0.0;3828;1;1
Allard;Yannis;419051;Bulle;630;0.0;3829;1;1
Harnoncourt;Nepomuk;719126;Young Stars ZH;630;0.0;3830;1;1
Voisard;Cali;219073;Nugerol-Le Landeron;630;0.0;3831;1;1
Esposito;Leo;619065;Spreitenbach;630;0.0;3832;1;1
Brose;Detlef;619069;Wettingen;630;0.0;3833;1;1
Ackermann;Andre;719179;Flums;630;0.0;3834;1;1
Aazami Pineda;Alejandro;119025;Carouge;630;0.0;3835;1;1
Lüscher;Rouven;619078;Schöftland;630;0.0;3836;1;1
Wasmer;Lennart;619044;Wettstein Basel;630;0.0;3837;1;1
Pfister;Ayo;519050;Thun;630;0.0;3838;1;1
Nussbaumer;Evan;219079;Tramelan;630;0.0;3839;1;1
Pang;Pierre;119081;Grand-Saconnex;630;0.0;3840;1;1
Lurati;Renato;319011;Top Spin TT Chiasso;630;0.0;3841;1;1
Bürgin;Aleksej;619046;Basel;630;0.0;3842;1;1
Bachmann Schmid;Reto;719091;Schlatt bei Winterthur;630;0.0;3843;1;1
Balzli;Marc;519030;Thun;630;0.0;3844;1;1
Zaugg;Reto;719157;Wolfhalden;630;0.0;3845;1;1
Klee;Benjamin;516030;Kirchberg;630;7.0;3846;1;1
Tanackovic;Miodrag;319009;Lugano;630;0.0;3847;1;1
Hummel;André;719106;Affoltern A/A;630;0.0;3848;1;1
Abdel-Eileah;Omar;619056;Spreitenbach;630;0.0;3849;1;1
Skumpija;Jon;819050;Sarnen;630;0.0;3850;1;1
Sobrino;Ruben;119078;Meyrin;630;0.0;3851;1;1
Nguyen;Viet-Phong;709095;Urdorf;630;0.0;3852;1;1
Pfister;Mike;619072;Sisseln;630;0.0;3853;1;1
Grudev;Denis;819051;Baar;630;0.0;3854;1;1
Spàczay;Gyorgy;119055;Versoix;630;0.0;3855;1;1
Frei;Marcus;619059;Binningen;630;0.0;3856;1;1
Zurfluh;Gian;519061;Lyss;630;0.0;3857;1;1
Schmidlin;Stefan;519008;Thun;630;0.0;3858;1;1
Seabrook;Oliver;619052;Basel;630;0.0;3859;1;1
Collovà;Nicholas;319010;Top Spin TT Chiasso;630;0.0;3860;1;1
Rothen;Stéphane Eric;419012;Lausanne;630;0.0;3861;1;1
Schenk;Antoine;119109;Rapid-Genève;630;0.0;3862;1;1
Rouhani;Alexis;119086;Carouge;630;0.0;3863;1;1
Morettini;Omar;319006;Tenero;630;0.0;3864;1;1
Della Santa;Samuel;419098;Bulle;630;0.0;3865;1;1
Pini;Valerio;319005;Associazione Bellinzonese Tennistavolo;630;0.0;3866;1;1
Gjokaj;Yanick;519054;Solothurn;630;0.0;3867;1;1
Konrad;Sandro;519051;Thun;630;0.0;3868;1;1
Camuso;Alessio;519052;Thun;630;0.0;3869;1;1
Hajdari;Ruhan;719147;Imperial Winterthur;630;0.0;3870;1;1
Furer;Cedric;619076;Aarau;630;0.0;3871;1;1
Taing;Tony;419099;Crissier;630;0.0;3872;1;1
Jakob;Dominic;219076;Omega;630;0.0;3873;1;1
Can;Hasan;419072;Villars/Glâne;630;0.0;3874;1;1
Alsweid;Mohamad;619086;Wettstein Basel;630;0.0;3875;1;1
Salis;Luca;717110;Chur;630;-50.0;3876;1;1
Pimple;Sadashiv;519059;Solothurn;630;0.0;3877;1;1
Leong;Austin;119100;Silver Star;630;0.0;3878;1;1
Bethmont;Loris;119080;Meyrin;630;0.0;3879;1;1
Morettini;Stefano;319008;Tenero;630;0.0;3880;1;1
Zgraggen;Ernst;419081;Sainte-Croix;630;0.0;3881;1;1
Dietrich;Natan;419018;Rossens;630;0.0;3882;1;1
Raemy;Matteo;119017;Mandement;630;0.0;3883;1;1
Markus;Cornel;100333;Kirchberg;629;0.0;3884;1;1
VENGUT;Philippe;419073;Villars/Glâne;629;-1.0;3885;1;1
Laubi;Giuseppe;714047;Rapperswil-Jona;629;3.0;3886;1;1
Reutimann;René;710020;Steckborn-Homburg;629;7.0;3887;1;1
Wang;Minghan;519029;Langnau;629;-1.0;3888;1;1
Hasler;Timon;617075;Gelterkinden;629;0.0;3889;1;1
Lazarevic;Tadjia;819036;Rothenburg;629;-1.0;3890;1;1
Hassani;Ali;819049;Rapid Luzern;629;-1.0;3891;1;1
Pham;Hoai Bac;404582;Nestlé;629;0.0;3892;1;1
Lanter;Bruno;703051;Weinfelden;629;-25.0;3893;1;1
Blaser;Stefan;519039;Ittigen;629;0.0;3894;1;1
Aebi;Andres;819009;Rotkreuz;629;-1.0;3895;1;1
Geiser;Adrian;513066;Grenchen;629;-22.0;3896;1;1
Sierck;Frank;517015;Grossaffoltern;629;-18.0;3897;2;2
